顾客编号,销售金额,销售日期
421,383.9099999999999,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-192015-01-192015-01-202015-01-202015-01-202015-01-202015-01-202015-02-032015-02-032015-02-102015-03-242015-03-242015-03-242015-03-242015-04-122015-04-122015-04-122015-04-122015-04-122015-04-122015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-302015-04-30
422,2.89,2015-01-08
423,273.04,2015-01-082015-01-082015-01-082015-01-082015-01-162015-01-162015-01-162015-01-162015-01-162015-01-162015-01-312015-01-312015-01-312015-01-312015-04-022015-04-022015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-15
424,208.59000000000006,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-162015-01-162015-01-162015-01-162015-01-192015-01-192015-01-192015-01-192015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-23
425,189.32000000000002,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-102015-01-102015-01-202015-01-202015-01-202015-01-202015-01-202015-02-032015-02-032015-02-032015-02-202015-02-202015-02-202015-02-202015-02-202015-02-20
426,43.480000000000004,2015-01-082015-01-082015-01-082015-01-082015-01-08
427,46.33,2015-01-082015-01-08
428,26.7,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-08
429,132.29,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-212015-01-212015-01-282015-01-282015-01-282015-01-282015-01-282015-01-28
430,41.800000000000004,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-08
431,315.03999999999996,2015-01-082015-01-082015-01-082015-01-082015-01-192015-01-192015-01-192015-01-312015-01-312015-01-312015-02-022015-02-022015-02-232015-02-232015-02-232015-03-032015-03-032015-03-032015-03-292015-04-012015-04-102015-04-102015-04-182015-04-18
432,124.03,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-08
433,225.07,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-142015-01-142015-01-142015-01-172015-01-172015-01-172015-01-172015-01-192015-01-192015-01-192015-01-192015-01-192015-01-302015-01-302015-03-242015-03-242015-03-242015-03-242015-03-24
434,211.64000000000004,2015-01-082015-01-082015-01-082015-01-082015-01-132015-01-142015-01-232015-01-242015-01-242015-02-232015-03-092015-03-112015-03-172015-03-172015-03-272015-04-152015-04-182015-04-23
435,130.26000000000002,2015-01-082015-01-082015-01-082015-01-082015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-02-272015-02-272015-02-272015-02-272015-02-272015-03-132015-03-132015-03-132015-03-132015-03-13
436,119.91,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-142015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-242015-01-24
437,261.05000000000007,2015-01-082015-01-212015-01-212015-01-212015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-232015-01-262015-01-262015-01-262015-03-012015-03-012015-03-032015-04-062015-04-062015-04-062015-04-062015-04-232015-04-232015-04-232015-04-232015-04-232015-04-232015-04-23
438,1001.6099999999998,2015-01-082015-01-082015-01-082015-01-082015-01-092015-01-092015-01-092015-01-112015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-312015-01-312015-02-082015-02-082015-02-102015-02-102015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-22
439,462.9999999999998,2015-01-082015-02-062015-02-062015-02-152015-02-152015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-232015-02-232015-02-232015-02-232015-02-232015-03-162015-03-162015-03-162015-03-192015-03-192015-03-192015-04-172015-04-172015-04-172015-04-202015-04-202015-04-202015-04-202015-04-222015-04-222015-04-222015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
440,321.8399999999999,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-182015-02-092015-02-092015-02-092015-02-092015-02-122015-02-122015-02-122015-02-182015-02-182015-02-182015-02-182015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-04-262015-04-262015-04-262015-04-262015-04-26
441,520.06,2015-01-082015-01-082015-01-082015-01-082015-01-112015-01-112015-01-112015-01-112015-01-112015-01-112015-01-142015-01-142015-01-142015-01-142015-01-142015-01-142015-01-142015-01-162015-01-162015-01-162015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-252015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-012015-03-022015-03-022015-03-022015-03-022015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-272015-04-272015-04-272015-04-272015-04-272015-04-27
442,151.83,2015-01-082015-01-312015-01-312015-01-312015-02-182015-02-182015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-04-302015-04-302015-04-30
443,370.4000000000001,2015-01-082015-01-082015-01-082015-02-092015-02-092015-02-242015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-042015-03-072015-04-032015-04-032015-04-032015-04-032015-04-032015-04-032015-04-172015-04-172015-04-172015-04-172015-04-172015-04-172015-04-172015-04-182015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
444,273.15999999999997,2015-01-082015-01-082015-02-092015-02-092015-02-092015-02-092015-02-092015-02-102015-02-102015-02-102015-02-102015-02-152015-02-182015-02-182015-02-182015-02-182015-02-282015-02-282015-02-282015-02-282015-02-282015-03-042015-03-052015-03-052015-03-052015-03-052015-03-052015-03-272015-03-272015-03-272015-04-012015-04-012015-04-012015-04-252015-04-252015-04-252015-04-25
445,34.99,2015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-082015-01-282015-01-282015-03-252015-03-252015-03-25
446,37.2,2015-01-082015-01-082015-01-082015-01-08
447,125.40000000000002,2015-01-082015-01-082015-03-232015-03-232015-03-232015-04-022015-04-022015-04-022015-04-032015-04-032015-04-032015-04-032015-04-272015-04-272015-04-27
448,10.9,2015-01-08
449,17.1,2015-01-082015-01-082015-01-08
450,435.7799999999999,2015-01-082015-01-082015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-112015-03-132015-03-132015-03-132015-03-132015-03-132015-03-152015-03-152015-03-152015-03-152015-03-152015-03-152015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-192015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-04-122015-04-122015-04-122015-04-122015-04-282015-04-282015-04-282015-04-28
451,37.05,2015-01-082015-01-082015-01-082015-01-082015-01-08
452,19.9,2015-01-08
453,364.42,2015-01-082015-01-082015-01-142015-01-142015-01-282015-01-282015-01-282015-01-282015-01-282015-02-092015-02-092015-02-112015-02-192015-02-192015-02-212015-02-212015-03-032015-03-032015-03-032015-03-052015-03-052015-03-052015-03-052015-04-242015-04-242015-04-242015-04-242015-04-282015-04-282015-04-282015-04-28
454,845.5599999999994,2015-01-082015-01-112015-01-112015-01-112015-01-162015-01-162015-01-202015-01-202015-01-202015-01-202015-01-202015-01-212015-01-212015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-062015-02-092015-02-092015-02-092015-02-262015-02-272015-02-272015-02-272015-02-272015-02-272015-02-272015-02-272015-02-272015-03-092015-03-092015-03-092015-03-092015-03-112015-03-112015-03-112015-03-212015-03-212015-03-212015-03-212015-03-212015-03-212015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-022015-04-052015-04-052015-04-052015-04-052015-04-052015-04-052015-04-082015-04-082015-04-082015-04-112015-04-132015-04-132015-04-132015-04-132015-04-132015-04-132015-04-152015-04-152015-04-172015-04-172015-04-172015-04-172015-04-172015-04-172015-04-172015-04-202015-04-202015-04-272015-04-272015-04-272015-04-272015-04-282015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-292015-04-29
455,21.8,2015-01-08
456,132.9,2015-01-082015-02-20
457,67.33,2015-01-082015-01-132015-01-132015-01-132015-01-132015-03-202015-03-202015-03-222015-03-262015-03-26
458,118.33000000000003,2015-01-082015-01-112015-01-112015-01-192015-01-192015-01-192015-01-282015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-282015-02-282015-02-28
459,149.64000000000001,2015-01-092015-01-092015-01-092015-01-192015-01-192015-01-192015-01-282015-01-282015-01-292015-01-292015-01-292015-01-292015-01-292015-01-292015-02-162015-02-162015-04-062015-04-062015-04-062015-04-062015-04-062015-04-182015-04-182015-04-182015-04-18
460,90.6,2015-01-092015-01-092015-01-092015-01-09
461,845.1899999999996,2015-01-092015-01-092015-01-092015-01-092015-01-192015-01-192015-01-192015-01-192015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-282015-01-292015-02-052015-02-052015-02-052015-02-052015-02-062015-02-062015-02-062015-02-062015-02-062015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-112015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-02-172015-03-052015-03-052015-03-052015-03-052015-03-052015-03-052015-03-052015-03-052015-03-092015-03-092015-03-092015-03-092015-03-092015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-152015-03-152015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-162015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-172015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-03-302015-04-032015-04-032015-04-032015-04-032015-04-042015-04-042015-04-042015-04-042015-04-042015-04-042015-04-172015-04-172015-04-172015-04-202015-04-202015-04-202015-04-202015-04-252015-04-252015-04-252015-04-252015-04-25
462,29.4,2015-01-092015-01-092015-01-09
463,76.9,2015-01-09
464,624.3000000000001,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-132015-01-132015-01-132015-01-132015-01-132015-01-132015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-272015-01-272015-01-272015-03-192015-03-192015-03-192015-03-192015-03-192015-03-192015-03-242015-03-242015-03-242015-03-242015-03-242015-03-242015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-182015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-192015-04-19
465,213.66000000000003,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-04-212015-04-212015-04-212015-04-212015-04-21
466,375.26,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-212015-01-212015-01-212015-01-272015-01-272015-01-272015-01-272015-01-302015-01-302015-01-302015-01-302015-01-302015-01-302015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-132015-02-132015-03-202015-03-202015-04-172015-04-172015-04-17
467,88.60000000000001,2015-01-092015-01-092015-01-092015-01-09
468,74.67,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-262015-01-262015-01-26
469,503.38999999999993,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-182015-01-182015-01-182015-01-182015-01-182015-01-182015-01-192015-01-212015-01-212015-01-212015-01-212015-01-212015-01-272015-01-272015-01-272015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-02-012015-03-052015-03-052015-03-052015-03-082015-03-082015-03-082015-03-082015-03-082015-03-082015-03-162015-03-162015-03-162015-03-162015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-222015-03-22
470,172.20000000000002,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-02-062015-02-062015-02-062015-02-062015-04-05
471,116.35000000000002,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-09
472,109.5,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-02-062015-02-062015-02-06
473,54.95,2015-01-092015-01-092015-01-09
474,449.4699999999999,2015-01-092015-01-092015-01-092015-01-132015-01-132015-01-192015-01-192015-01-192015-01-232015-01-232015-01-232015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-272015-01-292015-01-292015-01-292015-01-292015-01-292015-02-022015-02-022015-02-022015-02-022015-02-022015-02-022015-02-122015-02-122015-02-122015-02-152015-02-152015-02-152015-02-262015-02-262015-03-022015-03-022015-03-022015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-152015-04-172015-04-172015-04-172015-04-172015-04-232015-04-232015-04-232015-04-232015-04-23
475,4.7,2015-01-092015-01-092015-01-09
476,174.03000000000003,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-152015-01-152015-01-152015-01-192015-01-192015-01-192015-01-212015-01-212015-01-212015-01-292015-01-292015-02-252015-02-252015-03-052015-03-182015-03-182015-03-182015-03-182015-03-182015-03-202015-03-202015-03-202015-03-202015-03-202015-03-202015-03-232015-03-232015-03-232015-03-252015-03-252015-03-252015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-112015-04-13
477,80.19,2015-01-092015-01-092015-01-092015-01-092015-01-162015-01-162015-01-162015-01-222015-01-222015-01-222015-01-22
478,26.22,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-09
479,44.4,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-09
480,111.84999999999998,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-02-212015-02-212015-02-212015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-262015-03-26
481,112.70000000000002,2015-01-092015-01-092015-01-132015-01-132015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-072015-03-07
482,189.32,2015-01-092015-01-092015-01-092015-01-092015-01-112015-01-112015-01-112015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-222015-01-282015-01-282015-01-282015-02-012015-02-012015-02-012015-02-012015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-02-162015-03-182015-03-182015-03-292015-03-292015-03-292015-03-29
483,430.45,2015-01-092015-01-092015-01-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-102015-02-102015-02-102015-02-102015-02-132015-02-222015-02-222015-02-222015-02-222015-02-222015-03-012015-03-012015-03-012015-03-012015-03-102015-03-102015-03-102015-03-102015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-122015-03-182015-03-182015-03-182015-03-182015-03-182015-03-182015-03-262015-03-262015-03-262015-04-202015-04-202015-04-202015-04-20
484,701.6699999999994,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-172015-01-172015-01-172015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-01-312015-02-092015-02-092015-02-092015-02-092015-02-092015-02-092015-02-152015-02-152015-02-152015-02-152015-02-152015-03-022015-03-022015-03-022015-03-022015-03-022015-03-022015-03-042015-03-042015-03-042015-03-042015-03-052015-03-072015-03-072015-03-072015-03-202015-03-202015-03-202015-03-232015-03-232015-03-232015-03-232015-03-232015-03-232015-03-262015-03-262015-03-262015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-03-282015-04-072015-04-072015-04-122015-04-122015-04-142015-04-142015-04-152015-04-152015-04-152015-04-152015-04-152015-04-202015-04-202015-04-202015-04-202015-04-252015-04-252015-04-252015-04-252015-04-252015-04-25
485,149.93,2015-01-092015-01-092015-01-262015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-222015-02-262015-02-262015-02-262015-02-262015-02-262015-02-26
486,167.67000000000002,2015-01-092015-01-092015-01-092015-01-09
487,350.06999999999994,2015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-092015-01-112015-01-112015-01-112015-01-112015-02-022015-02-022015-02-172015-02-172015-02-172015-02-172015-02-172015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-02-242015-03-252015-03-252015-03-252015-03-252015-03-252015-03-252015-03-262015-03-262015-03-262015-03-262015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-03-292015-04-142015-04-142015-04-142015-04-142015-04-14
