顾客编号,大类编码,中类编码,小类编码,销售日期,商品编码,规格型号,商品类型,销售数量,销售金额,商品单价,是否促销
58,34,3412,341206,2015-01-01,DW-3412060053,150*120,一般商品,1.0,59.9,69.0,是
44,12,1201,120105,2015-01-01,DW-1201050011,散称,生鲜,0.44,2.89,6.56,否
21,12,1202,120201,2015-01-01,DW-1202018073,散称,生鲜,0.402,1.19,2.96,否
63,30,3013,301303,2015-01-01,DW-3013030328,软毛第二,一般商品,1.0,14.9,14.9,否
44,22,2202,220208,2015-01-01,DW-2202080013,散称,一般商品,0.086,1.7,31.8,是
31,12,1202,120205,2015-01-01,DW-1202058082,散称,生鲜,0.08199999999999999,2.23,27.2,否
31,23,2312,231201,2015-01-01,DW-2312010032,555ml,一般商品,1.0,12.9,12.9,否
43,30,3006,300602,2015-01-01,DW-3006020024,1kg,一般商品,1.0,19.7,19.7,否
21,12,1201,120102,2015-01-01,DW-1201020045,散称,生鲜,0.45,3.42,7.6,否
27,22,2204,220405,2015-01-01,DW-2204050120,散称,一般商品,0.382,9.8,25.8,否
27,30,3002,300202,2015-01-01,DW-3002020018,900g,一般商品,1.0,9.9,9.9,否
34,15,1521,152101,2015-01-01,DW-1521010005,散称,一般商品,1.014,6.87,6.78,否
35,20,2002,200201,2015-01-01,DW-2002010085,120g*5,一般商品,1.0,22.5,22.5,否
35,20,2008,200809,2015-01-01,DW-2008090015,15g,一般商品,1.0,1.3,1.3,否
36,20,2006,200608,2015-01-01,DW-2006080030,散称,一般商品,1.004,4.42,4.4,否
9,22,2206,220601,2015-01-01,DW-2206010014,40g,一般商品,1.0,11.9,11.9,否
19,12,1203,120302,2015-01-01,DW-1203020172,散称,生鲜,1.236,14.81,11.98,否
46,12,1203,120301,2015-01-01,DW-1203010288,散称,生鲜,1.406,21.08,14.99,否
11,12,1201,120104,2015-01-01,DW-1201040027,散称,生鲜,0.648,6.45,9.96,否
47,12,1201,120104,2015-01-01,DW-1201040026,散称,生鲜,0.39,0.77,1.98,否
44,30,3016,301608,2015-01-01,DW-3016080218,200抽*6,一般商品,1.0,15.9,19.9,是
31,12,1201,120101,2015-01-01,DW-1201010018,散称,生鲜,0.244,2.93,12.0,否
49,12,1203,120302,2015-01-01,DW-1203020172,散称,生鲜,1.1079999999999999,13.27,11.98,否
64,12,1203,120313,2015-01-02,DW-1203130446,散称,生鲜,0.536,16.08,30.0,否
65,20,2014,201401,2015-01-02,DW-2014010021,70g,一般商品,1.0,0.9,0.9,否
66,21,2104,210402,2015-01-02,DW-2104020026,80g,一般商品,1.0,3.0,3.0,否
67,30,3016,301603,2015-01-02,DW-3016030086,40±2张,一般商品,4.0,6.8,1.7,否
68,10,1001,100101,2015-01-02,DW-1001010194,散称,生鲜,0.77,22.95,29.8,否
68,12,1201,120106,2015-01-02,DW-1201060003,散称,生鲜,0.5,3.28,6.56,否
68,15,1517,151701,2015-01-02,DW-1517010003,60g*10,一般商品,1.0,16.3,16.3,否
69,22,2203,220303,2015-01-02,DW-2203030078,110g*2,一般商品,1.0,17.9,17.9,否
70,12,1201,120106,2015-01-02,DW-1201060003,散称,生鲜,0.198,1.3,6.56,否
71,12,1201,120103,2015-01-02,DW-1201030018,散称,生鲜,0.556,0.82,1.48,否
72,13,1301,130101,2015-01-02,DW-1301010076,散称,联营商品,0.546,10.92,20.0,否
73,30,3016,301608,2015-01-02,DW-3016080119,200抽*3,一般商品,1.0,8.5,8.9,是
68,23,2314,231404,2015-01-02,DW-2314040069,275ml,联营商品,1.0,10.5,10.5,否
70,20,2003,200301,2015-01-02,DW-2003010038,142g,一般商品,1.0,3.9,5.5,是
74,15,1501,150199,2015-01-02,DW-1501990010,300g,一般商品,1.0,12.9,12.9,否
74,22,2208,220801,2015-01-02,DW-2208010050,40粒,一般商品,1.0,10.9,10.9,否
74,22,2208,220801,2015-01-02,DW-2208010066,95g,一般商品,1.0,16.0,16.0,否
75,12,1201,120104,2015-01-02,DW-1201040027,散称,生鲜,0.69,6.87,9.96,否
68,20,2002,200201,2015-01-02,DW-2002010085,120g*5,一般商品,1.0,22.5,22.5,否
68,21,2105,210501,2015-01-02,DW-2105010144,400g,一般商品,1.0,13.9,13.9,否
68,22,2203,220302,2015-01-02,DW-2203020024,70g,一般商品,1.0,5.9,5.9,否
76,22,2204,220405,2015-01-02,DW-2204050022,200g,一般商品,1.0,7.5,7.5,否
71,12,1202,120201,2015-01-02,DW-1202018073,散称,生鲜,0.565,1.67,2.96,否
74,15,1517,151701,2015-01-02,DW-1517010003,60g*10,一般商品,1.0,16.3,16.3,否
77,22,2201,220111,2015-01-02,DW-2201110194,12.8g,一般商品,1.0,6.3,6.3,否
77,22,2203,220301,2015-01-02,DW-2203010099,60g,一般商品,1.0,5.9,5.9,否
78,31,3118,311801,2015-01-02,DW-3118010004,M,一般商品,1.0,8.0,8.0,否
79,20,2007,200706,2015-01-02,DW-2007060065,散称,一般商品,0.28,5.5,37.8,是
80,22,2208,220801,2015-01-02,DW-2208010003,56g,一般商品,1.0,10.4,10.4,否
81,12,1201,120104,2015-01-02,DW-1201040049,散称,生鲜,1.6380000000000001,9.5,5.8,否
65,20,2014,201401,2015-01-02,DW-2014010015,60g,一般商品,1.0,0.5,0.5,否
66,30,3013,301301,2015-01-02,DW-3013010073,130g,一般商品,1.0,9.9,9.9,否
82,10,1001,100101,2015-01-02,DW-1001010191,散称,生鲜,0.46,13.71,29.8,否
82,12,1201,120106,2015-01-02,DW-1201060002,散称,生鲜,0.446,8.03,18.0,否
83,20,2009,200902,2015-01-02,DW-2009020012,400g,一般商品,1.0,2.3,2.3,否
84,15,1508,150801,2015-01-02,DW-1508010015,400g,一般商品,1.0,10.3,10.3,否
85,22,2202,220201,2015-01-02,DW-2202010039,23g*6,一般商品,1.0,11.5,11.5,否
68,20,2003,200301,2015-01-02,DW-2003010017,50g,一般商品,1.0,3.7,3.7,否
86,22,2212,221202,2015-01-02,DW-2212020336,800g,一般商品,1.0,28.0,28.0,否
87,22,2205,220513,2015-01-02,DW-2205130018,90g,一般商品,1.0,3.0,3.0,否
3,12,1202,120201,2015-01-02,DW-1202018267,块,生鲜,2.0,3.0,1.5,否
77,22,2203,220399,2015-01-02,DW-2203990008,70g,一般商品,1.0,3.3,3.3,否
88,12,1203,120309,2015-01-02,DW-1203090210,散称,生鲜,0.598,10.52,17.6,否
89,20,2013,201306,2015-01-02,DW-2013060012,400g,一般商品,1.0,3.7,3.7,否
90,22,2208,220802,2015-01-02,DW-2208020068,40粒,一般商品,1.0,9.7,9.7,否
69,22,2210,221003,2015-01-02,DW-2210030037,32g*6,一般商品,1.0,5.9,5.9,否
91,12,1201,120106,2015-01-02,DW-1201060093,计量,生鲜,1.0,5.5,5.5,否
63,12,1201,120101,2015-01-02,DW-1201010004,散称,生鲜,0.366,2.05,5.6,否
92,12,1203,120313,2015-01-02,DW-1203130341,散称,生鲜,0.93,9.28,9.98,否
93,12,1201,120102,2015-01-02,DW-1201020017,散称,生鲜,1.006,2.58,2.56,否
83,20,2001,200105,2015-01-02,DW-2001050028,70g,一般商品,1.0,3.5,3.5,否
94,30,3011,301101,2015-01-02,DW-3011010757,200ml,一般商品,1.0,40.0,40.0,否
76,20,2011,201101,2015-01-02,DW-2011010027,500mL,一般商品,1.0,7.9,7.9,否
95,20,2011,201111,2015-01-02,DW-2011110006,480ml,一般商品,1.0,6.7,6.7,否
65,12,1201,120105,2015-01-02,DW-1201050011,散称,生鲜,0.693,4.55,6.56,否
96,12,1202,120204,2015-01-02,DW-1202048078,散称,生鲜,0.364,1.82,5.0,否
83,15,1501,150105,2015-01-02,DW-1501050038,180g,一般商品,1.0,4.9,4.9,否
97,22,2206,220605,2015-01-02,DW-2206050106,14g,一般商品,1.0,1.0,1.0,否
98,22,2205,220514,2015-01-02,DW-2205140048,132g,一般商品,1.0,7.9,7.9,否
82,12,1203,120313,2015-01-02,DW-1203130353,散称,生鲜,0.56,6.71,11.98,否
99,15,1515,151503,2015-01-02,DW-1515030007,散称,一般商品,0.562,14.46,32.6,是
100,12,1203,120301,2015-01-02,DW-1203010213,散称,生鲜,1.5119999999999998,13.61,9.0,否
101,30,3018,301801,2015-01-02,DW-3018010145,10片,一般商品,1.0,8.9,8.9,否
102,12,1201,120104,2015-01-02,DW-1201040042,散称,生鲜,0.28,2.18,7.8,否
77,22,2201,220111,2015-01-02,DW-2201110132,56g,一般商品,1.0,5.0,5.0,否
77,22,2203,220302,2015-01-02,DW-2203020009,40g,一般商品,1.0,3.3,3.3,否
101,30,3018,301802,2015-01-02,DW-3018020220,1片,一般商品,1.0,1.5,1.5,否
103,12,1201,120104,2015-01-02,DW-1201040010,散称,生鲜,0.626,2.82,2.58,否
103,12,1203,120313,2015-01-02,DW-1203130449,散称,生鲜,0.53,3.38,23.0,否
69,15,1505,150502,2015-01-02,DW-1505020162,100g*8,一般商品,1.0,12.8,12.8,否
104,12,1203,120307,2015-01-02,DW-1203070022,散称,生鲜,1.74,10.37,5.96,否
88,22,2201,220110,2015-01-02,DW-2201100015,散称,一般商品,0.182,2.51,19.8,是
70,33,3321,332102,2015-01-02,DW-3321020053,JL-XZ6602,一般商品,1.0,1.7,1.7,否
91,15,1521,152101,2015-01-02,DW-1521010005,散称,一般商品,0.914,6.2,6.78,否
105,20,2001,200101,2015-01-02,DW-2001010007,100g,一般商品,1.0,3.0,3.0,否
106,21,2101,210106,2015-01-02,DW-2101060055,120g,一般商品,1.0,4.9,4.9,否
83,13,1301,130101,2015-01-02,DW-1301010076,散称,联营商品,0.284,5.68,20.0,否
106,30,3007,300704,2015-01-02,DW-3007040522,400ml,一般商品,1.0,19.9,19.9,否
89,20,2009,200903,2015-01-02,DW-2009030002,散称,一般商品,1.0,6.8,6.8,否
80,22,2205,220515,2015-01-02,DW-2205150010,144g,一般商品,1.0,8.3,8.3,否
80,22,2205,220515,2015-01-02,DW-2205150035,144g,一般商品,1.0,8.9,8.9,否
105,11,1103,110302,2015-01-02,DW-1103020061,散称,生鲜,0.168,5.04,30.0,否
12,12,1201,120102,2015-01-02,DW-1201020361,散称,生鲜,0.21,11.76,56.0,否
75,12,1201,120104,2015-01-02,DW-1201040004,散称,生鲜,0.6459999999999999,3.75,5.8,否
12,20,2011,201103,2015-01-02,DW-2011030010,350mL,一般商品,5.0,6.5,1.3,否
83,20,2002,200204,2015-01-02,DW-2002040007,118g*5,一般商品,1.0,10.9,12.5,是
83,22,2203,220302,2015-01-02,DW-2203020282,45g,一般商品,1.0,3.7,3.7,否
66,30,3006,300602,2015-01-02,DW-3006020031,3kg,一般商品,1.0,39.9,51.9,是
107,20,2007,200708,2015-01-02,DW-2007080007,160g,一般商品,1.0,21.9,22.3,否
77,22,2203,220301,2015-01-02,DW-2203010110,160g,一般商品,1.0,8.7,8.7,否
108,12,1201,120102,2015-01-02,DW-1201020029,散称,生鲜,1.472,5.83,3.96,否
106,20,2003,200301,2015-01-02,DW-2003010063,123g,一般商品,1.0,5.5,5.5,否
84,12,1201,120104,2015-01-02,DW-1201040031,散称,生鲜,0.914,2.89,3.16,否
78,30,3008,300803,2015-01-02,DW-3008030106,140g,一般商品,1.0,108.0,108.0,否
103,12,1203,120306,2015-01-02,DW-1203060161,计量,生鲜,5.0,100.0,20.0,否
103,20,2008,200806,2015-01-02,DW-2008060010,50g,一般商品,1.0,7.3,7.3,否
109,23,2301,230101,2015-01-02,DW-2301010018,2.5L,一般商品,1.0,6.9,6.9,否
69,22,2209,220905,2015-01-02,DW-2209050059,52g,一般商品,1.0,7.9,7.9,否
89,20,2009,200902,2015-01-02,DW-2009020012,400g,一般商品,1.0,2.3,2.3,否
90,20,2007,200708,2015-01-02,DW-2007080007,160g,一般商品,1.0,22.3,22.3,否
110,13,1301,130101,2015-01-02,DW-1301010076,散称,联营商品,0.51,10.2,20.0,否
92,12,1203,120303,2015-01-02,DW-1203030161,散称,生鲜,2.1519999999999997,34.35,15.96,否
80,22,2205,220514,2015-01-02,DW-2205140008,15*12g,一般商品,1.0,10.5,10.5,否
93,12,1203,120302,2015-01-02,DW-1203020172,散称,生鲜,1.212,14.52,11.98,否
94,30,3011,301102,2015-01-02,DW-3011020121,100g,一般商品,1.0,23.9,23.9,否
99,15,1521,152101,2015-01-02,DW-1521010046,12枚,一般商品,1.0,11.9,11.9,否
84,10,1001,100101,2015-01-02,DW-1001010195,散称,生鲜,0.28,7.78,27.8,否
101,20,2007,200706,2015-01-02,DW-2007060065,散称,一般商品,0.33799999999999997,6.6,37.8,是
101,22,2201,220111,2015-01-02,DW-2201110256,50g,一般商品,1.0,4.9,4.9,否
91,12,1201,120102,2015-01-02,DW-1201020043,散称,生鲜,1.297,2.33,1.8,否
105,20,2005,200501,2015-01-02,DW-2005010154,800g,一般商品,1.0,8.5,8.5,否
96,20,2014,201401,2015-01-02,DW-2014010010,60g,一般商品,1.0,0.5,0.5,否
111,12,1201,120101,2015-01-02,DW-1201010025,散称,生鲜,0.392,1.55,3.96,否
63,12,1205,120501,2015-01-02,DW-1205010195,散称,生鲜,0.11800000000000001,5.9,50.0,否
112,20,2002,200201,2015-01-02,DW-2002010070,103g*5,一般商品,1.0,14.7,14.7,否
113,23,2314,231404,2015-01-02,DW-2314040077,4%275ml,一般商品,1.0,8.9,12.9,是
65,10,1004,100402,2015-01-02,DW-1004020003,散称,生鲜,0.516,9.08,17.6,否
65,12,1201,120104,2015-01-02,DW-1201040027,散称,生鲜,0.424,4.22,9.96,否
65,20,2009,200903,2015-01-02,DW-2009030013,400g,一般商品,1.0,3.9,5.9,是
114,20,2007,200702,2015-01-02,DW-2007020012,散称,一般商品,0.064,6.34,99.0,否
114,22,2204,220499,2015-01-02,DW-2204990181,散称,一般商品,0.214,6.38,29.8,否
71,12,1203,120307,2015-01-02,DW-1203070023,散称,生鲜,1.1840000000000002,11.82,9.98,否
71,20,2006,200607,2015-01-02,DW-2006070060,散称,一般商品,0.9059999999999999,14.31,15.8,否
115,12,1201,120104,2015-01-02,DW-1201040053,散称,生鲜,1.5659999999999998,18.79,12.0,否
116,15,1518,151813,2015-01-02,DW-1518130016,205g,一般商品,12.0,49.0,5.5,是
80,22,2207,220702,2015-01-02,DW-2207020079,90g,一般商品,1.0,9.5,9.5,否
76,20,2011,201103,2015-01-02,DW-2011030005,500mL,一般商品,1.0,6.9,6.9,否
76,30,3018,301802,2015-01-02,DW-3018020111,5片,一般商品,1.0,5.7,5.7,否
77,22,2202,220201,2015-01-02,DW-2202010047,25g*8枚,一般商品,1.0,7.5,7.5,否
77,22,2202,220298,2015-01-02,DW-2202980007,288g,一般商品,1.0,16.9,16.9,否
77,22,2203,220305,2015-01-02,DW-2203050054,105g,一般商品,1.0,4.3,4.3,否
99,12,1201,120101,2015-01-02,DW-1201010001,散称,生鲜,0.122,0.68,5.56,否
89,20,2011,201107,2015-01-02,DW-2011070008,500mL,一般商品,1.0,4.8,4.8,否
90,30,3007,300701,2015-01-02,DW-3007010188,115g,一般商品,1.0,4.9,4.9,否
83,12,1201,120102,2015-01-02,DW-1201020361,散称,生鲜,0.5820000000000001,32.59,56.0,否
87,20,2010,201008,2015-01-02,DW-2010080002,500ml,一般商品,1.0,87.9,87.9,否
117,10,1004,100402,2015-01-02,DW-1004020001,散称,生鲜,0.27399999999999997,9.81,35.8,否
117,30,3017,301703,2015-01-02,DW-3017030004,10片,一般商品,1.0,43.0,43.0,否
97,22,2206,220605,2015-01-02,DW-2206050108,14g,一般商品,1.0,1.0,1.0,否
113,23,2309,230901,2015-01-02,DW-2309010067,4.1%500ml,一般商品,1.0,9.8,9.8,否
112,15,1505,150502,2015-01-02,DW-1505020147,150g*（8+1,一般商品,1.0,17.9,17.9,否
118,12,1203,120301,2015-01-02,DW-1203010217,散称,生鲜,1.656,11.56,6.98,否
107,21,2104,210402,2015-01-02,DW-2104020122,82g,一般商品,1.0,4.9,4.9,否
85,22,2203,220301,2015-01-02,DW-2203010015,52g,一般商品,1.0,3.8,3.8,否
88,12,1203,120313,2015-01-02,DW-1203130449,散称,生鲜,0.596,13.71,23.0,否
74,15,1505,150505,2015-01-02,DW-1505050004,100g*10,一般商品,1.0,11.9,11.9,否
115,12,1201,120101,2015-01-02,DW-1201010019,散称,生鲜,2.542,4.98,1.96,否
92,12,1203,120309,2015-01-02,DW-1203090210,散称,生鲜,1.19,10.61,17.6,否
90,22,2202,220203,2015-01-02,DW-2202030012,60g,一般商品,1.0,4.5,4.5,否
90,30,3016,301602,2015-01-02,DW-3016020007,400张,一般商品,1.0,5.9,5.9,否
83,12,1201,120103,2015-01-02,DW-1201030001,散称,生鲜,0.7759999999999999,1.37,1.76,否
111,15,1515,151501,2015-01-02,DW-1515010061,260g,一般商品,1.0,16.3,16.3,否
63,12,1201,120101,2015-01-02,DW-1201010395,散称,生鲜,0.635,3.81,6.0,否
66,30,3016,301606,2015-01-02,DW-3016060009,18包,一般商品,1.0,5.0,6.9,是
119,20,2008,200805,2015-01-02,DW-2008050050,50g,一般商品,1.0,7.3,7.3,否
70,33,3322,332201,2015-01-02,DW-3322010015,0310A,一般商品,1.0,1.3,1.3,否
71,12,1203,120303,2015-01-02,DW-1203030177,散称,生鲜,1.088,3.46,3.18,否
72,12,1201,120106,2015-01-02,DW-1201060006, ,生鲜,1.0,5.8,5.8,否
76,20,2015,201501,2015-01-02,DW-2015010036,360g,一般商品,1.0,3.2,3.2,否
120,12,1201,120104,2015-01-02,DW-1201040027,散称,生鲜,0.272,2.71,9.96,否
120,15,1521,152101,2015-01-02,DW-1521010005,散称,一般商品,0.982,6.66,6.78,否
108,12,1201,120102,2015-01-02,DW-1201020029,散称,生鲜,-0.001,0.0,3.96,否
108,12,1201,120102,2015-01-02,DW-1201020029,散称,生鲜,0.001,0.0,3.96,否
108,12,1201,120104,2015-01-02,DW-1201040035,散称,生鲜,0.51,4.9,9.6,否
34,12,1203,120301,2015-01-02,DW-1203010290,散称,生鲜,0.716,1.43,2.0,否
66,15,1518,151807,2015-01-02,DW-1518070001,240ml,一般商品,16.0,44.8,2.8,否
107,30,3013,301303,2015-01-02,DW-3013030252,1*1,一般商品,1.0,8.9,8.9,否
63,12,1201,120102,2015-01-02,DW-1201020013,散称,生鲜,0.601,2.4,4.0,否
121,20,2007,200706,2015-01-02,DW-2007060065,散称,一般商品,0.282,5.5,37.8,是
102,12,1201,120102,2015-01-02,DW-1201020010,散称,生鲜,0.152,0.58,3.8,否
114,22,2206,220606,2015-01-02,DW-2206060040,6g,一般商品,1.0,2.0,2.0,否
66,30,3016,301608,2015-01-02,DW-3016080084,200抽*6,一般商品,1.0,15.6,15.9,是
66,31,3116,311604,2015-01-02,DW-3116040004,30CM*20CM*20,一般商品,1.0,8.9,10.0,是
113,23,2304,230401,2015-01-02,DW-2304010004,500ml,一般商品,1.0,1.9,2.5,是
112,12,1203,120303,2015-01-02,DW-1203030177,散称,生鲜,1.821,5.79,3.18,否
86,20,2015,201501,2015-01-02,DW-2015010036,360g,一般商品,12.0,38.4,3.2,否
69,22,2201,220111,2015-01-02,DW-2201110128,45g,一般商品,1.0,3.5,3.5,否
119,20,2011,201103,2015-01-02,DW-2011030019,500ml,一般商品,1.0,7.9,7.9,否
88,12,1203,120301,2015-01-02,DW-1203010227,散称,生鲜,0.515,4.11,7.98,否
72,10,1001,100104,2015-01-02,DW-1001040125,散称,生鲜,1.41,58.94,41.8,否
122,23,2303,230304,2015-01-02,DW-2303040021,1.5L,一般商品,2.0,22.6,11.3,否
116,15,1518,151813,2015-01-02,DW-1518130011,200ml,一般商品,12.0,63.6,5.3,否
93,12,1201,120102,2015-01-02,DW-1201020018,散称,生鲜,0.986,5.48,5.56,否
93,20,2005,200501,2015-01-02,DW-2005010049,500g,一般商品,1.0,5.3,5.3,否
94,22,2206,220699,2015-01-02,DW-2206990064,120g,一般商品,1.0,17.9,17.9,否
68,22,2203,220302,2015-01-02,DW-2203020181,104g,一般商品,1.0,7.5,7.5,否
70,20,2003,200301,2015-01-02,DW-2003010003,55g,一般商品,1.0,3.0,3.0,否
98,30,3016,301609,2015-01-02,DW-3016090102,60片,一般商品,1.0,7.9,7.9,否
123,15,1518,151809,2015-01-02,DW-1518090001,200ml,一般商品,16.0,24.9,2.1,是
76,20,2009,200902,2015-01-02,DW-2009020012,400g,一般商品,1.0,2.3,2.3,否
66,12,1203,120307,2015-01-02,DW-1203070023,散称,生鲜,1.13,11.28,9.98,否
107,30,3008,300802,2015-01-02,DW-3008020279,300ml,一般商品,1.0,42.9,42.9,否
77,22,2201,220103,2015-01-02,DW-2201030079,12.5g*15,一般商品,1.0,14.9,14.9,否
77,22,2202,220202,2015-01-02,DW-2202020159,288g,一般商品,1.0,10.5,10.5,否
108,12,1201,120101,2015-01-02,DW-1201010001,散称,生鲜,0.29600000000000004,1.65,5.56,否
84,15,1521,152101,2015-01-02,DW-1521010005,散称,一般商品,0.818,5.55,6.78,否
108,30,3016,301608,2015-01-02,DW-3016080239,150抽*6,一般商品,1.0,9.9,9.9,否
34,30,3016,301603,2015-01-02,DW-3016030075,140g*10卷,一般商品,1.0,15.9,24.9,是
90,15,1510,151099,2015-01-02,DW-1510990001,500g,一般商品,1.0,7.9,10.3,是
90,21,2101,210109,2015-01-02,DW-2101090014,350g,一般商品,1.0,20.9,20.9,否
90,23,2303,230304,2015-01-02,DW-2303040083,240ml,一般商品,1.0,3.9,3.9,否
104,10,1001,100101,2015-01-02,DW-1001010196,散称,生鲜,0.5579999999999999,15.51,27.8,否
91,12,1201,120102,2015-01-02,DW-1201020045,散称,生鲜,0.81,6.16,7.6,否
64,22,2202,220204,2015-01-02,DW-2202040004,608g,一般商品,1.0,14.3,14.3,否
68,12,1201,120101,2015-01-02,DW-1201010029,散称,生鲜,1.025,2.62,2.56,否
68,12,1201,120104,2015-01-02,DW-1201040010,散称,生鲜,0.537,1.39,2.58,否
90,20,2006,200607,2015-01-02,DW-2006070062,散称,一般商品,0.546,7.53,13.8,否
90,22,2201,220106,2015-01-02,DW-2201060004,240g,一般商品,1.0,3.9,3.9,否
90,30,3016,301602,2015-01-02,DW-3016020061,200±8张,一般商品,1.0,3.9,3.9,否
73,30,3016,301608,2015-01-02,DW-3016080114,200抽*3,一般商品,1.0,6.9,9.7,是
70,12,1201,120104,2015-01-02,DW-1201040042,散称,生鲜,0.292,2.68,7.8,否
74,12,1201,120102,2015-01-02,DW-1201020042,散称,生鲜,0.29600000000000004,2.31,7.8,否
124,12,1201,120102,2015-01-02,DW-1201020029,散称,生鲜,1.9969999999999999,7.91,3.96,否
124,12,1201,120105,2015-01-02,DW-1201050004,散称,生鲜,0.222,1.33,5.98,否
124,14,1403,140301,2015-01-02,DW-1403010085,散称,生鲜,0.32799999999999996,5.25,16.0,否
96,22,2201,220111,2015-01-02,DW-2201110056,49g,一般商品,1.0,4.3,4.3,否
12,12,1201,120102,2015-01-02,DW-1201020005,散称,生鲜,0.7040000000000001,4.62,6.56,否
110,23,2304,230401,2015-01-02,DW-2304010004,500ml,一般商品,1.0,1.9,2.5,是
12,12,1201,120101,2015-01-02,DW-1201010009,散称,生鲜,0.6659999999999999,4.37,6.56,否
92,12,1203,120313,2015-01-02,DW-1203130449,散称,生鲜,0.973,6.21,23.0,否
93,12,1202,120201,2015-01-02,DW-1202018267,块,生鲜,2.0,3.0,1.5,否
94,23,2303,230399,2015-01-02,DW-2303990060,445ml,一般商品,1.0,4.5,4.5,否
123,20,2002,200203,2015-01-02,DW-2002030010,98g*5,一般商品,1.0,11.3,11.3,否
76,30,3018,301802,2015-01-02,DW-3018020108,8片,一般商品,1.0,8.9,8.9,否
82,12,1202,120201,2015-01-02,DW-1202018267,块,生鲜,1.0,1.5,1.5,否
87,20,2011,201105,2015-01-02,DW-2011050009,350mL,一般商品,1.0,1.3,1.3,否
97,22,2202,220299,2015-01-02,DW-2202990154,散装,一般商品,0.258,5.11,19.8,否
68,22,2207,220703,2015-01-02,DW-2207030041,33g,一般商品,1.0,2.0,2.0,否
69,22,2206,220607,2015-01-02,DW-2206070248,150g,一般商品,1.0,3.9,3.9,否
88,22,2201,220110,2015-01-02,DW-2201100015,散称,一般商品,0.212,2.91,19.8,是
71,12,1201,120109,2015-01-02,DW-1201090311, ,生鲜,4.0,8.0,2.0,否
74,22,2208,220802,2015-01-02,DW-2208020030,56g,一般商品,1.0,10.9,10.9,否
27,30,3006,300602,2015-01-02,DW-3006020193,1kg,一般商品,3.0,29.7,9.9,否
115,12,1201,120104,2015-01-02,DW-1201040052,散称,生鲜,0.882,14.11,16.0,否
80,15,1518,151807,2015-01-02,DW-1518070001,240ml,一般商品,16.0,44.8,2.8,否
94,21,2104,210402,2015-01-02,DW-2104020011,80g,一般商品,1.0,3.0,3.0,否
109,22,2207,220799,2015-01-02,DW-2207990013,散称,一般商品,0.128,6.91,54.0,否
68,12,1201,120106,2015-01-02,DW-1201060010,散称,生鲜,0.298,2.68,9.0,否
68,20,2001,200101,2015-01-02,DW-2001010062,120g,一般商品,1.0,3.0,3.0,否
70,12,1201,120106,2015-01-02,DW-1201060010,散称,生鲜,0.11599999999999999,1.04,9.0,否
70,33,3321,332104,2015-01-02,DW-3321040038,588,一般商品,2.0,1.0,0.5,否
72,12,1201,120104,2015-01-02,DW-1201040036,散称,生鲜,0.82,1.48,1.8,否
72,12,1201,120106,2015-01-02,DW-1201060014,散称,生鲜,1.0,30.0,30.0,否
100,12,1203,120302,2015-01-02,DW-1203020164,散称,生鲜,1.7480000000000002,31.11,17.8,否
3,22,2205,220513,2015-01-02,DW-2205130089,散装,一般商品,0.33,3.87,13.8,是
3,22,2207,220799,2015-01-02,DW-2207990018,散称,一般商品,0.13,9.23,71.0,否
74,30,3013,301301,2015-01-02,DW-3013010006,90g,一般商品,1.0,18.9,18.9,否
94,15,1505,150503,2015-01-02,DW-1505030006,250g,一般商品,1.0,6.9,6.9,否
94,23,2307,230704,2015-01-02,DW-2307040018,245ml,一般商品,1.0,4.3,4.3,否
90,20,2015,201505,2015-01-02,DW-2015050019,397g,一般商品,1.0,19.9,19.9,否
75,10,1004,100402,2015-01-02,DW-1004020002,散称,生鲜,0.418,7.94,19.0,否
27,12,1201,120102,2015-01-02,DW-1201020721,散称,生鲜,0.166,0.83,5.0,否
27,22,2206,220607,2015-01-02,DW-2206070072,散称,一般商品,0.262,15.46,59.0,否
125,15,1505,150504,2015-01-02,DW-1505040001,100g*8,一般商品,1.0,10.9,12.9,是
